385	1367
382	127
387	1166
364	690
369	948
388	313
386	455
389	955
383	319
390	990
393	1219
392	178
376	237
394	67
391	527
398	514
397	7
399	813
396	841
401	486
402	257
384	272
395	151
353	286
403	111
405	56
400	328
406	48
407	433
409	65
404	687
413	222
416	125
408	689
410	300
411	172
417	3
412	318
420	331
422	109
425	271
419	1451
415	1524
423	744
429	73
428	307
427	938
418	362
424	1346
432	222
421	474
435	780
433	302
426	480
436	238
430	10
434	1060
437	165
438	476
431	286
442	401
440	690
445	597
447	1034
449	971
450	470
446	332
439	125
451	289
452	25
454	493
453	1032
414	100
455	135
444	50
448	1294
457	182
456	175
458	1101
462	682
459	934
460	10
461	50
467	1017
468	926
466	308
472	401
465	202
463	1132
471	95
474	8
469	513
464	289
476	715
478	143
473	273
470	475
480	190
441	25
479	680
484	235
486	846
487	1044
482	321
481	318
492	1021
493	222
490	1
489	1293
483	237
496	142
494	64
495	174
477	815
497	234
488	480
498	475
499	511
491	475
500	111
502	892
503	181
504	163
505	193
506	470
443	271
507	343
514	96
508	238
511	346
515	344
512	265
513	117
475	286
523	114
518	124
509	319
516	199
510	289
524	151
501	25
525	1
521	81
520	315
519	1617
528	485
532	58
530	527
531	990
529	325
517	284
527	152
485	289
533	949
535	1
536	174
526	7
537	28
534	1047
541	756
538	164
542	206
545	554
539	382
547	328
543	210
548	273
546	413
522	100
551	684
544	326
553	505
552	13
540	7
554	28
550	259
556	327
559	524
560	7
561	51
563	1035
566	177
557	262
558	116
564	1399
565	52
573	194
549	866
567	1019
569	111
562	443
576	9
577	471
579	1
574	300
555	168
572	300
575	215
584	114
588	31
587	995
568	606
586	628
585	1488
582	948
591	787
581	50
592	418
580	825
590	285
593	633
583	83
596	678
570	303
599	682
589	313
594	237
597	328
578	294
601	324
602	678
600	92
605	127
603	21
595	1264
606	123
608	1172
607	487
610	315
611	300
617	637
618	204
614	126
609	538
615	735
616	269
620	71
571	496
619	245
613	258
622	2
621	404
604	444
624	471
612	926
627	26
623	50
628	270
625	748
629	284
633	28
632	188
631	272
634	458
639	88
630	294
642	70
637	100
640	11
626	288
643	419
598	323
638	194
635	873
644	100
636	222
645	748
648	96
647	554
650	630
651	292
654	4
653	164
655	274
649	1
658	276
656	689
660	82
659	66
646	690
663	588
664	179
657	690
665	762
666	56
661	183
662	515
667	234
641	59
668	345
673	294
671	947
669	505
676	265
674	127
652	323
677	286
682	924
679	520
684	64
685	269
683	1483
691	603
672	127
692	56
690	384
689	273
686	28
693	181
688	288
697	294
698	1063
670	482
694	1050
680	20
705	1043
701	285
699	748
704	205
707	14
700	181
687	245
695	300
675	306
708	322
709	219
711	421
710	627
712	747
715	228
713	310
716	318
681	898
678	111
719	673
702	346
721	87
714	282
717	287
718	756
696	1176
722	546
724	305
727	123
725	1197
706	245
720	872
729	328
726	355
728	508
703	293
738	188
736	181
734	82
730	298
743	321
742	258
737	428
733	10
745	492
740	319
735	1
747	228
723	28
739	359
749	2
748	154
746	96
731	197
750	330
741	95
751	568
756	63
757	399
752	286
758	347
732	300
762	302
744	127
754	676
753	673
763	28
764	86
767	1068
769	269
755	319
771	762
768	173
773	169
765	285
772	312
766	451
774	1091
760	65
761	278
777	286
759	1016
776	422
780	70
779	284
778	94
782	1216
786	276
784	269
770	477
788	568
789	1012
790	380
787	310
783	288
785	195
794	242
781	483
796	1074
795	172
793	276
798	94
791	289
802	135
800	742
804	11
803	286
775	348
792	111
799	479
805	319
806	324
807	399
797	307
801	890
809	678
815	196
817	748
821	742
818	302
814	565
812	288
823	94
825	111
827	329
829	278
811	301
830	385
826	336
831	877
819	1537
828	1646
808	333
835	1
833	340
836	165
816	309
838	298
839	237
840	479
832	181
810	301
844	22
843	186
834	269
846	1074
837	476
813	294
842	362
847	290
848	164
822	1091
852	685
851	1009
849	928
854	186
850	204
858	331
853	1025
855	283
824	678
845	311
841	892
859	111
862	50
856	879
820	538
863	754
860	4
857	294
864	71
865	1028
868	204
867	660
861	170
870	517
871	245
875	772
876	294
872	332
866	319
877	382
873	292
880	386
878	283
869	412
881	54
879	300
883	792
882	193
884	116
886	4
885	1311
889	72
874	306
892	134
890	118
893	56
887	931
891	546
894	15
896	1101
897	1
901	275
899	208
903	1132
904	9
907	1057
905	333
902	258
898	288
895	597
906	100
900	458
908	56
916	467
911	357
912	238
914	724
918	488
919	1101
921	24
910	182
913	99
915	304
922	161
923	410
928	8
927	222
924	96
929	89
931	50
917	25
932	135
909	286
934	50
933	1017
935	476
938	864
940	193
888	869
925	5
942	117
937	275
926	286
943	58
939	931
936	1258
930	121
920	347
941	147
